#gene_id	GO
SpGA2022_010914-R0	NA
SpGA2022_010915-R0	NA
SpGA2022_010916-R0	GO:0005515
SpGA2022_010917-R0	NA
SpGA2022_010918-R0	GO:0000413,GO:0003755
SpGA2022_010919-R0	GO:0009737
SpGA2022_010920-R0	NA
SpGA2022_010921-R0	NA
SpGA2022_010922-R0	NA
SpGA2022_010923-R0	NA
SpGA2022_010924-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_010925-R0	GO:0004601,GO:0006979,GO:0020037
SpGA2022_010926-R0	GO:0003677,GO:0046982
SpGA2022_010927-R0	NA
SpGA2022_010928-R0	NA
SpGA2022_010929-R0	NA
SpGA2022_010930-R0	NA
SpGA2022_010931-R0	NA
SpGA2022_010932-R0	GO:0003924,GO:0005525
SpGA2022_010933-R0	GO:0003824,GO:0016788
SpGA2022_010934-R0	NA
SpGA2022_010935-R0	NA
SpGA2022_010936-R0	GO:0016491
SpGA2022_010937-R0	GO:0000123
SpGA2022_010938-R0	NA
SpGA2022_010939-R0	NA
SpGA2022_010940-R0	GO:0003725
SpGA2022_010941-R0	NA
SpGA2022_053252-R0	GO:0000145,GO:0006887
SpGA2022_010943-R0	GO:0006506,GO:0016021,GO:0016746
SpGA2022_053253-R0	GO:0005524,GO:0016887
SpGA2022_010945-R0	GO:0008235
SpGA2022_053254-R0	GO:0005643
SpGA2022_010947-R0	NA
SpGA2022_010948-R0	GO:0003824,GO:0005975,GO:0016857
SpGA2022_010948-R1	GO:0003824,GO:0004750,GO:0005975,GO:0006098,GO:0016857
SpGA2022_053256-R0	NA
SpGA2022_010950-R0	NA
SpGA2022_010951-R0	GO:0004553,GO:0005975,GO:0030246
SpGA2022_010952-R0	NA
SpGA2022_010953-R0	NA
SpGA2022_010954-R0	GO:0004650,GO:0005975
SpGA2022_010955-R0	NA
SpGA2022_053257-R0	NA
SpGA2022_010957-R0	NA
SpGA2022_010958-R0	GO:0016255,GO:0042765
SpGA2022_010959-R0	GO:0000776,GO:0031262
SpGA2022_053258-R0	GO:0004843,GO:0016579
SpGA2022_053259-R0	GO:0006621,GO:0016021,GO:0046923
SpGA2022_053260-R0	GO:0005515
SpGA2022_010963-R0	NA
SpGA2022_010964-R0	NA
SpGA2022_010965-R0	NA
SpGA2022_010966-R0	NA
SpGA2022_010967-R0	NA
SpGA2022_010968-R0	NA
SpGA2022_010969-R0	NA
SpGA2022_010970-R0	NA
SpGA2022_010971-R0	GO:0046872
SpGA2022_053261-R0	NA
SpGA2022_010973-R0	NA
SpGA2022_053262-R0	GO:0003676
SpGA2022_010976-R0	NA
SpGA2022_010977-R0	GO:0003676,GO:0003723,GO:1990904
SpGA2022_010978-R0	GO:0003676
SpGA2022_010979-R0	NA
SpGA2022_010980-R0	NA
SpGA2022_053263-R0	GO:0004719,GO:0006464
SpGA2022_053264-R0	GO:0005634,GO:0006355,GO:0009416,GO:0009507,GO:0090228
SpGA2022_010983-R0	GO:0016788
SpGA2022_053265-R0	GO:0004452,GO:0008299,GO:0016787
SpGA2022_010985-R0	GO:0016791
SpGA2022_010986-R0	NA
SpGA2022_053266-R0	GO:0005515,GO:0006364,GO:0042254
SpGA2022_010988-R0	NA
SpGA2022_010989-R0	GO:0005507,GO:0016491
SpGA2022_010990-R0	NA
SpGA2022_053267-R0	NA
SpGA2022_053268-R0	GO:0003848,GO:0004156,GO:0009396,GO:0042558,GO:0044237
SpGA2022_053269-R0	GO:0016491,GO:0047834
SpGA2022_010995-R0	NA
SpGA2022_010996-R0	GO:0005524,GO:0007018,GO:0008017,GO:1990939
SpGA2022_010997-R0	GO:0000413,GO:0003755,GO:0061077
SpGA2022_053270-R0	NA
SpGA2022_010999-R0	NA
SpGA2022_011001-R0	NA
SpGA2022_011002-R0	GO:0003676
SpGA2022_011003-R0	NA
SpGA2022_011004-R0	GO:0003824
SpGA2022_011005-R0	GO:0006357,GO:0016538
SpGA2022_053271-R0	GO:0003676
SpGA2022_011007-R0	NA
SpGA2022_011008-R0	GO:0003735,GO:0006412,GO:0015935
SpGA2022_053272-R0	GO:0005515
SpGA2022_011010-R0	NA
SpGA2022_011011-R0	GO:0003824
SpGA2022_011012-R0	NA
SpGA2022_011013-R0	NA
SpGA2022_011014-R0	GO:0003993,GO:0016787,GO:0046872
SpGA2022_011015-R0	GO:0007140,GO:0007143
SpGA2022_053273-R0	GO:0016758
SpGA2022_011017-R0	NA
SpGA2022_053274-R0	NA
SpGA2022_011019-R0	NA
SpGA2022_053275-R0	GO:0004553,GO:0005618,GO:0005975,GO:0006073,GO:0010411,GO:0016762,GO:0042546,GO:0048046
SpGA2022_011021-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_011022-R0	NA
SpGA2022_011023-R0	GO:0005515
SpGA2022_011024-R0	GO:0000808,GO:0005634,GO:0006260
SpGA2022_011025-R0	NA
SpGA2022_011026-R0	NA
SpGA2022_053276-R0	GO:0015079,GO:0016020,GO:0071805
SpGA2022_011028-R0	NA
SpGA2022_011029-R0	NA
SpGA2022_011030-R0	NA
SpGA2022_053277-R0	GO:0005515
SpGA2022_011032-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_011033-R0	GO:0005515
SpGA2022_011034-R0	GO:0016620
SpGA2022_011035-R0	NA
SpGA2022_011036-R0	NA
SpGA2022_011037-R0	NA
SpGA2022_011038-R0	GO:0008194
SpGA2022_011038-R1	GO:0008194
SpGA2022_011039-R0	GO:0004345,GO:0006006,GO:0016614,GO:0050661
SpGA2022_053279-R0	NA
SpGA2022_053280-R0	GO:0005515,GO:0006614,GO:0008312,GO:0048500
SpGA2022_053281-R0	GO:0000159,GO:0007165,GO:0019888
SpGA2022_011043-R0	GO:0004550,GO:0006165,GO:0006183,GO:0006228,GO:0006241
SpGA2022_053282-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_053283-R0	NA
SpGA2022_011046-R0	NA
SpGA2022_011047-R0	GO:0006508,GO:0008234
SpGA2022_011048-R0	GO:0005524,GO:0009116,GO:0016301
SpGA2022_011049-R0	NA
SpGA2022_053284-R0	NA
SpGA2022_053285-R0	GO:0003824,GO:0008080,GO:0051536
SpGA2022_011052-R0	GO:0005515
SpGA2022_053286-R0	GO:0005524,GO:0016307,GO:0016887,GO:0046488,GO:0046872
SpGA2022_011054-R0	NA
SpGA2022_011055-R0	GO:0005515
SpGA2022_011056-R0	GO:0005839,GO:0006511,GO:0019773,GO:0051603
SpGA2022_011057-R0	GO:0004857,GO:0030599,GO:0042545
SpGA2022_053287-R0	GO:0000105,GO:0000107,GO:0003824,GO:0016763,GO:0016833
SpGA2022_011059-R0	GO:0003677
SpGA2022_011060-R0	GO:0003677
SpGA2022_011061-R0	NA
SpGA2022_011062-R0	NA
SpGA2022_053288-R0	GO:0045892
SpGA2022_053289-R0	GO:0016192
SpGA2022_053290-R0	GO:0005515
SpGA2022_011066-R0	GO:0000398,GO:0005515,GO:0030620
SpGA2022_011067-R0	GO:0005337,GO:0016021,GO:1901642
SpGA2022_011068-R0	GO:0005515,GO:0042721,GO:0045039
SpGA2022_011069-R0	GO:0071203
SpGA2022_011070-R0	GO:0005985,GO:0016157,GO:0016757
SpGA2022_053291-R0	GO:0003743,GO:0005737,GO:0005852,GO:0006446,GO:0043022
SpGA2022_053292-R0	GO:0016791,GO:0043813,GO:0046856
SpGA2022_053293-R0	NA
SpGA2022_053294-R0	GO:0005515
SpGA2022_011075-R0	NA
SpGA2022_011076-R0	GO:0009733
SpGA2022_011077-R0	NA
SpGA2022_011078-R0	NA
SpGA2022_011079-R0	NA
SpGA2022_011080-R0	GO:0006777
SpGA2022_011081-R0	NA
SpGA2022_011082-R0	GO:0016209,GO:0016491
SpGA2022_053295-R0	GO:0005515
SpGA2022_053296-R0	GO:0004650,GO:0005975
SpGA2022_011084-R0	GO:0000145,GO:0006887
SpGA2022_011085-R0	GO:0016021
SpGA2022_053297-R0	GO:0043130
SpGA2022_011087-R0	NA
SpGA2022_011088-R0	NA
SpGA2022_011089-R0	GO:0016021,GO:0055085
SpGA2022_011090-R0	GO:0005375,GO:0016021,GO:0035434
SpGA2022_011091-R0	NA
SpGA2022_011092-R0	GO:0000049,GO:0006409,GO:0031267,GO:0071528
SpGA2022_011093-R0	GO:0016872
SpGA2022_011094-R0	GO:0004553,GO:0005975
SpGA2022_011095-R0	NA
SpGA2022_011096-R0	GO:0005515
SpGA2022_011097-R0	GO:0003885,GO:0016020,GO:0016491,GO:0050660,GO:0071949
SpGA2022_011098-R0	NA
SpGA2022_011099-R0	NA
SpGA2022_011100-R0	GO:0003712,GO:0006357,GO:0016592
SpGA2022_011101-R0	GO:0000045,GO:0005737
SpGA2022_053298-R0	GO:0003676,GO:0006397,GO:0008270,GO:0016567,GO:0061630
SpGA2022_011103-R0	GO:0009523,GO:0015979,GO:0016020
SpGA2022_011104-R0	GO:0006355,GO:0042393
SpGA2022_011105-R0	GO:0055085
SpGA2022_011106-R0	NA
SpGA2022_011107-R0	NA
SpGA2022_011108-R0	GO:0006629,GO:0008374
SpGA2022_011109-R0	GO:0005524,GO:0007018,GO:0008017,GO:1990939
SpGA2022_011110-R0	NA
SpGA2022_011111-R0	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015
SpGA2022_011112-R0	GO:0001671,GO:0051087,GO:0051879
SpGA2022_011113-R0	NA
SpGA2022_011114-R0	GO:0061630
SpGA2022_011115-R0	GO:0003677,GO:0006260,GO:0006261,GO:0008622
SpGA2022_053299-R0	GO:0006812,GO:0015299,GO:0016021,GO:0055085
SpGA2022_053300-R0	NA
SpGA2022_053301-R0	NA
SpGA2022_011119-R0	GO:0000226,GO:0008017
SpGA2022_011120-R0	GO:0004371,GO:0006071
SpGA2022_011121-R0	GO:0003993,GO:0016787
SpGA2022_011122-R0	NA
SpGA2022_011123-R0	GO:0016491,GO:0032963
SpGA2022_011124-R0	NA
SpGA2022_011125-R0	GO:0003924,GO:0007165,GO:0007186,GO:0019001,GO:0031683
SpGA2022_053302-R0	NA
SpGA2022_011127-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011128-R0	GO:0005783,GO:0006886,GO:0016021
SpGA2022_011129-R0	GO:0005515
SpGA2022_011130-R0	NA
SpGA2022_011131-R0	NA
SpGA2022_053303-R0	GO:0005216,GO:0005249,GO:0005515,GO:0006811,GO:0006813,GO:0016020,GO:0055085
SpGA2022_011133-R0	NA
SpGA2022_011134-R0	GO:0009055,GO:0016491,GO:0016651,GO:0051536
SpGA2022_011135-R0	NA
SpGA2022_011136-R0	NA
SpGA2022_011137-R0	NA
SpGA2022_053304-R0	GO:0006338,GO:0031011
SpGA2022_011139-R0	GO:0016787
SpGA2022_011140-R0	NA
SpGA2022_053305-R0	GO:0005524,GO:0016307,GO:0016887,GO:0046488
SpGA2022_011142-R0	NA
SpGA2022_011143-R0	NA
SpGA2022_011144-R0	GO:0006891,GO:0030173
SpGA2022_011145-R0	GO:0015031,GO:0016020
SpGA2022_011146-R0	NA
SpGA2022_011147-R0	GO:0015031
SpGA2022_053306-R0	NA
SpGA2022_011149-R0	GO:0030145
SpGA2022_053307-R0	NA
SpGA2022_011151-R0	GO:0003700
SpGA2022_011152-R0	NA
SpGA2022_011153-R0	NA
SpGA2022_053308-R0	NA
SpGA2022_053309-R0	NA
SpGA2022_011155-R0	NA
SpGA2022_011156-R0	NA
SpGA2022_011157-R0	GO:0016787
SpGA2022_011158-R0	GO:0003677,GO:0003700,GO:0099402
SpGA2022_011159-R0	GO:0005985,GO:0016157
SpGA2022_011160-R0	GO:0003743,GO:0005737,GO:0005852
SpGA2022_011161-R0	NA
SpGA2022_053310-R0	GO:0007030
SpGA2022_053311-R0	GO:0006629,GO:0016627
SpGA2022_053312-R0	NA
SpGA2022_011165-R0	NA
SpGA2022_011166-R0	NA
SpGA2022_011167-R0	NA
SpGA2022_011168-R0	GO:0016829
SpGA2022_011169-R0	NA
SpGA2022_053313-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011171-R0	NA
SpGA2022_011172-R0	GO:0006486,GO:0016020,GO:0016758
SpGA2022_011173-R0	GO:0006486,GO:0016020,GO:0016758
SpGA2022_011174-R0	NA
SpGA2022_011175-R0	GO:0009733
SpGA2022_011176-R0	NA
SpGA2022_053314-R0	GO:0005524,GO:0006281,GO:0016887
SpGA2022_011178-R0	NA
SpGA2022_011179-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_011180-R0	NA
SpGA2022_053315-R0	NA
SpGA2022_011182-R0	NA
SpGA2022_011183-R0	NA
SpGA2022_011184-R0	NA
SpGA2022_011185-R0	NA
SpGA2022_011186-R0	NA
SpGA2022_053316-R0	GO:0006508,GO:0046872
SpGA2022_011188-R0	GO:0006508,GO:0046872
SpGA2022_011189-R0	NA
SpGA2022_011190-R0	GO:0046872
SpGA2022_011191-R0	GO:0006508,GO:0046872
SpGA2022_011192-R0	NA
SpGA2022_011192-R1	NA
SpGA2022_011193-R0	GO:0004861,GO:0005634,GO:0007050,GO:0045736
SpGA2022_011194-R0	NA
SpGA2022_011195-R0	NA
SpGA2022_011195-R1	NA
SpGA2022_053319-R0	NA
SpGA2022_011197-R0	GO:0004843,GO:0016579
SpGA2022_053320-R0	GO:0010038
SpGA2022_011199-R0	NA
SpGA2022_053321-R0	GO:0000977,GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0045944,GO:0046983
SpGA2022_011201-R0	NA
SpGA2022_011202-R0	GO:0000977,GO:0003677,GO:0045944,GO:0046983
SpGA2022_011203-R0	GO:0003677,GO:0046983
SpGA2022_011204-R0	NA
SpGA2022_011205-R0	GO:0000977,GO:0003677,GO:0045944,GO:0046983
SpGA2022_011206-R0	GO:0010274
SpGA2022_053322-R0	NA
SpGA2022_011208-R0	NA
SpGA2022_053323-R0	NA
SpGA2022_011210-R0	NA
SpGA2022_053324-R0	GO:0003824,GO:0004553,GO:0005975
SpGA2022_011212-R0	GO:0006400,GO:0016763
SpGA2022_011212-R1	GO:0006400,GO:0008479,GO:0016763,GO:0101030
SpGA2022_011213-R0	GO:0016020,GO:0022857,GO:0055085
SpGA2022_011214-R0	GO:0003677,GO:0006355,GO:0043565
SpGA2022_011214-R1	GO:0003677,GO:0006355,GO:0043565
SpGA2022_011215-R0	GO:0003677,GO:0005524,GO:0032508
SpGA2022_053327-R0	GO:0000786,GO:0003677,GO:0046982
SpGA2022_053328-R0	NA
SpGA2022_011218-R0	NA
SpGA2022_011219-R0	NA
SpGA2022_011220-R0	NA
SpGA2022_011221-R0	NA
SpGA2022_053329-R0	GO:0005515
SpGA2022_011223-R0	NA
SpGA2022_053330-R0	GO:0003924,GO:0005525
SpGA2022_053331-R0	NA
SpGA2022_053332-R0	GO:0004553,GO:0007015,GO:0051015,GO:0071704
SpGA2022_011227-R0	NA
SpGA2022_011228-R0	GO:0003824,GO:0003849,GO:0009073
SpGA2022_011229-R0	NA
SpGA2022_053333-R0	GO:0016787
SpGA2022_011231-R0	NA
SpGA2022_011232-R0	NA
SpGA2022_011233-R0	NA
SpGA2022_011234-R0	NA
SpGA2022_011235-R0	NA
SpGA2022_011236-R0	NA
SpGA2022_011237-R0	GO:0004722,GO:0006470,GO:0016791
SpGA2022_053334-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011239-R0	GO:0009916
SpGA2022_053335-R0	GO:0015079,GO:0016020,GO:0071805
SpGA2022_011241-R0	GO:0005515
SpGA2022_011242-R0	GO:0000139,GO:0015165,GO:0016021,GO:0090481
SpGA2022_053336-R0	GO:0016020,GO:0016021,GO:0022857,GO:0055085
SpGA2022_011244-R0	NA
SpGA2022_011245-R0	NA
SpGA2022_011246-R0	GO:0005515
SpGA2022_011247-R0	NA
SpGA2022_011248-R0	NA
SpGA2022_053337-R0	NA
SpGA2022_011250-R0	NA
SpGA2022_053338-R0	NA
SpGA2022_011251-R0	NA
SpGA2022_011252-R0	NA
SpGA2022_011253-R0	NA
SpGA2022_011254-R0	NA
SpGA2022_011255-R0	GO:0003824,GO:0004805,GO:0005992
SpGA2022_011256-R0	GO:0003677,GO:0003700,GO:0006355
SpGA2022_011257-R0	GO:0032299
SpGA2022_053339-R0	NA
SpGA2022_011258-R0	NA
SpGA2022_011260-R0	GO:0003997,GO:0005777,GO:0006631,GO:0006635,GO:0016627,GO:0071949
SpGA2022_011261-R0	NA
SpGA2022_053340-R0	GO:0016791
SpGA2022_011263-R0	GO:0004512,GO:0006021,GO:0008654
SpGA2022_011265-R0	NA
SpGA2022_011264-R0	NA
SpGA2022_053341-R0	NA
SpGA2022_011267-R0	GO:0008271,GO:0008272,GO:0015116,GO:0016020,GO:0016021,GO:0055085
SpGA2022_011268-R0	NA
SpGA2022_053342-R0	GO:0008271,GO:0008272,GO:0015116,GO:0016020,GO:0016021,GO:0055085
SpGA2022_011270-R0	NA
SpGA2022_053343-R0	GO:0003824,GO:0009058,GO:0030170
SpGA2022_011272-R0	GO:0046872
SpGA2022_011272-R1	GO:0046872
SpGA2022_011273-R0	GO:0046872
SpGA2022_011274-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_011275-R0	GO:0003690,GO:0006355
SpGA2022_011276-R0	GO:0003690,GO:0006355
SpGA2022_011277-R0	NA
SpGA2022_011278-R0	GO:0003700,GO:0006351,GO:0006355,GO:0043565
SpGA2022_053345-R0	GO:0008270
SpGA2022_011280-R0	GO:0015035,GO:0035556
SpGA2022_011281-R0	GO:0008168
SpGA2022_011282-R0	GO:0003824,GO:0008483,GO:0009058,GO:0030170
SpGA2022_011283-R0	GO:0003690,GO:0005515,GO:0006355
SpGA2022_011284-R0	GO:0048544
SpGA2022_011285-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011286-R0	GO:0048544
SpGA2022_011287-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_053346-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011289-R0	GO:0048544
SpGA2022_011290-R0	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0048544
SpGA2022_011291-R0	GO:0004672,GO:0005524,GO:0006468,GO:0048544
SpGA2022_011292-R0	NA
SpGA2022_011293-R0	NA
SpGA2022_053347-R0	NA
SpGA2022_011295-R0	NA
SpGA2022_011296-R0	NA
SpGA2022_011297-R0	GO:0048544
SpGA2022_011298-R0	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0048544
SpGA2022_011298-R1	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0048544
SpGA2022_011299-R0	NA
SpGA2022_011300-R0	NA
SpGA2022_053349-R0	NA
SpGA2022_011302-R0	NA
SpGA2022_011303-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_011304-R0	GO:0015031
SpGA2022_053350-R0	GO:0004672,GO:0005515,GO:0005524,GO:0006468
SpGA2022_011306-R0	GO:0016747
SpGA2022_011307-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_053351-R0	GO:0000166
SpGA2022_011309-R0	GO:0005634,GO:0006367,GO:0046982
SpGA2022_053352-R0	GO:0005524
SpGA2022_011311-R0	GO:0003856,GO:0009073,GO:0016491
SpGA2022_011312-R0	NA
SpGA2022_011313-R0	NA
SpGA2022_011314-R0	GO:0005515,GO:0008270
SpGA2022_053353-R0	GO:0008168,GO:0016435,GO:0070476
SpGA2022_053354-R0	GO:0000413,GO:0003755
SpGA2022_011318-R0	GO:0005515
SpGA2022_011319-R0	GO:0005783,GO:0048193
SpGA2022_011320-R0	NA
SpGA2022_011321-R0	NA
SpGA2022_011322-R0	GO:0009638
SpGA2022_053355-R0	GO:0016757,GO:0047262
SpGA2022_011324-R0	NA
SpGA2022_011325-R0	NA
SpGA2022_011326-R0	NA
SpGA2022_053356-R0	NA
SpGA2022_011328-R0	GO:0003735,GO:0005840,GO:0006412
SpGA2022_011329-R0	NA
SpGA2022_011330-R0	NA
SpGA2022_053357-R0	GO:0002151,GO:0005515,GO:0031011,GO:0071339
SpGA2022_011332-R0	GO:0005515
SpGA2022_011333-R0	GO:0005634,GO:0006355,GO:0008270
SpGA2022_053358-R0	NA
SpGA2022_011335-R0	NA
SpGA2022_011336-R0	GO:0003677,GO:0006355
SpGA2022_011337-R0	GO:0005515
SpGA2022_011338-R0	NA
SpGA2022_053359-R0	NA
SpGA2022_011340-R0	NA
SpGA2022_011341-R0	GO:0016791
SpGA2022_053360-R0	GO:0009535,GO:0009773,GO:0010598
SpGA2022_011343-R0	NA
SpGA2022_053361-R0	NA
SpGA2022_011345-R0	NA
SpGA2022_011346-R0	GO:0005576,GO:0009664
SpGA2022_011347-R0	NA
SpGA2022_053362-R0	GO:0009765,GO:0016020
SpGA2022_011350-R0	GO:0003677,GO:0046983
SpGA2022_011351-R0	NA
SpGA2022_011352-R0	GO:0005515
SpGA2022_011353-R0	NA
SpGA2022_011354-R0	GO:0016765
SpGA2022_011356-R0	GO:0005634,GO:0006974,GO:0030915,GO:0031348,GO:0045892
SpGA2022_011356-R1	GO:0003774,GO:0005515,GO:0005524,GO:0007015,GO:0016459
SpGA2022_011357-R0	NA
SpGA2022_011358-R0	GO:0006629,GO:0016717
SpGA2022_011359-R0	NA
SpGA2022_011360-R0	NA
SpGA2022_011361-R0	GO:0004553,GO:0005975
SpGA2022_011362-R0	NA
SpGA2022_011363-R0	NA
SpGA2022_011364-R0	GO:0007275
SpGA2022_053364-R0	GO:0004672,GO:0004674,GO:0005524,GO:0006468
SpGA2022_011365-R0	NA
SpGA2022_011367-R0	GO:0004601,GO:0006979,GO:0020037
SpGA2022_011368-R0	NA
SpGA2022_011369-R0	GO:0005515
SpGA2022_011370-R0	NA
SpGA2022_011371-R0	NA
SpGA2022_011372-R0	GO:0016021,GO:0055085
SpGA2022_053365-R0	NA
SpGA2022_011373-R0	NA
SpGA2022_011375-R0	NA
SpGA2022_011376-R0	GO:0004392,GO:0006788
SpGA2022_053366-R0	NA
SpGA2022_053367-R0	NA
SpGA2022_011379-R0	GO:0016787
SpGA2022_011380-R0	NA
SpGA2022_011381-R0	GO:0004650,GO:0005975
SpGA2022_053368-R0	GO:0005643
SpGA2022_011383-R0	GO:0004252,GO:0006508,GO:0016021
SpGA2022_011384-R0	GO:0004672,GO:0005524,GO:0006468,GO:0030246
SpGA2022_011385-R0	GO:0004672,GO:0005524,GO:0006468,GO:0030246
SpGA2022_011385-R1	GO:0004672,GO:0005524,GO:0006468,GO:0030246
SpGA2022_053370-R0	GO:0004672,GO:0005524,GO:0006468,GO:0030246
SpGA2022_011387-R0	GO:0030246
SpGA2022_011388-R0	NA
SpGA2022_011389-R0	NA
SpGA2022_011390-R0	GO:0005515
SpGA2022_011391-R0	NA
SpGA2022_053371-R0	NA
SpGA2022_053372-R0	GO:0003676
SpGA2022_053373-R0	GO:0005524
SpGA2022_011396-R0	GO:0005515
SpGA2022_011397-R0	NA
SpGA2022_011398-R0	NA
SpGA2022_053374-R0	NA
SpGA2022_011400-R0	GO:0006888
SpGA2022_011401-R0	GO:0016020,GO:0016760,GO:0030244
SpGA2022_053375-R0	GO:0000981,GO:0003700,GO:0006355,GO:0045944
SpGA2022_011402-R0	GO:0005524,GO:0016021,GO:0042626,GO:0055085
SpGA2022_011403-R0	NA
SpGA2022_011405-R0	GO:0003677
SpGA2022_053376-R0	GO:0005515
SpGA2022_053377-R0	GO:0005515
SpGA2022_011408-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011409-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011410-R0	GO:0004672,GO:0005524,GO:0006468
SpGA2022_011411-R0	NA
SpGA2022_053378-R0	NA
SpGA2022_053379-R0	GO:0015035
SpGA2022_053380-R0	GO:0006450,GO:0030544,GO:0043022,GO:0051083
SpGA2022_011414-R0	NA
SpGA2022_053381-R0	NA
SpGA2022_011416-R0	NA
SpGA2022_011417-R0	GO:0004129,GO:0005740
SpGA2022_011418-R0	GO:0000413,GO:0003755
SpGA2022_053382-R0	GO:0016274,GO:0018216
SpGA2022_011420-R0	NA
SpGA2022_011421-R0	NA
SpGA2022_053383-R0	NA
SpGA2022_011423-R0	NA
SpGA2022_011424-R0	NA
SpGA2022_011425-R0	NA
SpGA2022_011426-R0	NA
SpGA2022_011427-R0	NA
SpGA2022_011428-R0	GO:0005506,GO:0016705,GO:0020037
SpGA2022_011429-R0	NA
SpGA2022_011430-R0	NA
SpGA2022_011431-R0	NA
SpGA2022_011432-R0	NA
SpGA2022_011433-R0	NA
SpGA2022_053384-R0	NA
SpGA2022_011435-R0	NA
SpGA2022_053385-R0	GO:0005216,GO:0005249,GO:0005515,GO:0006811,GO:0006813,GO:0016020,GO:0055085
SpGA2022_053386-R0	GO:0008270
SpGA2022_053387-R0	GO:0006633,GO:0016020,GO:0016746,GO:0016747
SpGA2022_011439-R0	NA
SpGA2022_053388-R0	GO:0008194
SpGA2022_011441-R0	GO:0009058,GO:0016844
SpGA2022_011442-R0	NA
SpGA2022_011443-R0	NA
SpGA2022_011444-R0	NA
SpGA2022_053389-R0	GO:0008194
SpGA2022_011446-R0	NA
SpGA2022_053390-R0	GO:0005515,GO:0005524,GO:0005694,GO:0016887,GO:0051276
SpGA2022_011448-R0	NA
SpGA2022_053391-R0	NA
SpGA2022_011450-R0	NA
SpGA2022_011451-R0	GO:0003824
SpGA2022_011452-R0	NA
SpGA2022_011453-R0	NA
SpGA2022_011454-R0	NA
SpGA2022_053392-R0	NA
SpGA2022_053393-R0	GO:0016491,GO:0071949
SpGA2022_053394-R0	GO:0005515
SpGA2022_011457-R0	NA
SpGA2022_011458-R0	GO:0005457,GO:0005794,GO:0015780
SpGA2022_053395-R0	GO:0004672,GO:0004674,GO:0005524,GO:0006468
SpGA2022_011460-R0	NA
SpGA2022_011461-R0	NA
SpGA2022_011461-R1	NA
SpGA2022_011462-R0	GO:0005515
SpGA2022_011463-R0	NA
SpGA2022_011464-R0	NA
SpGA2022_053397-R0	GO:0015098,GO:0015689
SpGA2022_011466-R0	GO:0000712
SpGA2022_053398-R0	GO:0003676,GO:0005515
SpGA2022_011468-R0	NA
SpGA2022_011469-R0	NA
SpGA2022_053399-R0	GO:0003676
SpGA2022_011471-R0	NA
SpGA2022_011472-R0	NA
SpGA2022_053400-R0	GO:0006633,GO:0016790
SpGA2022_011474-R0	NA
SpGA2022_053401-R0	GO:0005515,GO:0005634,GO:0006355
SpGA2022_011476-R0	GO:0000159,GO:0007165,GO:0019888
SpGA2022_011477-R0	NA
SpGA2022_053402-R0	NA
SpGA2022_011481-R0	GO:0003677,GO:0004803,GO:0006313,GO:0008270
SpGA2022_053403-R0	GO:0005515,GO:0008270
SpGA2022_053404-R0	NA
SpGA2022_011483-R0	GO:0009055,GO:0051536
SpGA2022_053405-R0	GO:0005515
SpGA2022_011486-R0	NA
SpGA2022_011486-R1	NA
SpGA2022_011487-R0	NA
SpGA2022_011488-R0	GO:0016491
SpGA2022_011489-R0	NA
SpGA2022_011490-R0	GO:0016491
SpGA2022_011491-R0	NA
SpGA2022_011492-R0	NA
SpGA2022_011493-R0	NA
SpGA2022_011494-R0	GO:0016020
SpGA2022_053407-R0	GO:0004722,GO:0006470,GO:0016791
SpGA2022_011496-R0	NA
SpGA2022_011496-R1	NA
SpGA2022_011497-R0	GO:0005515
SpGA2022_011497-R1	GO:0005515
SpGA2022_011497-R2	NA
SpGA2022_053410-R0	NA
SpGA2022_011498-R0	NA
SpGA2022_011499-R0	NA
SpGA2022_011502-R0	NA
SpGA2022_011503-R0	NA
SpGA2022_011504-R0	NA
SpGA2022_053412-R0	GO:0006355,GO:0008270
SpGA2022_011506-R0	NA
SpGA2022_053413-R0	GO:0000776,GO:0019237,GO:0051382
SpGA2022_053414-R0	NA
SpGA2022_011509-R0	GO:0005515
SpGA2022_053415-R0	NA
